id,ms,x,y,z
792,15924,0.11,1.26,9.46
793,15940,0.27,1.34,9.27
794,15957,0.31,0.92,9.67
795,15977,0.06,1.28,9.94
796,15993,-0.02,1.17,9.35
797,16010,0.11,1.32,9.41
798,16026,0.27,1.3,9.27
799,16043,0.06,1.25,9.75
800,16058,0.36,2.09,11.05
801,16079,0.25,1.09,11.34
802,16095,0.38,1.44,11.3
803,16112,1.02,1.05,10.92
804,16132,0.1,0.71,10.94
805,16149,-1.4,0.67,10.98
806,16169,0.69,0.8,10.33
807,16185,0.17,1.49,11.42
808,16202,-0.73,0.98,14.35
809,16222,0.04,1.13,10.79
810,16239,0.69,1.88,9.16
811,16255,0.23,1.74,10.21
812,16272,0.34,0.71,11.17
813,16292,0.54,0.42,12.24
814,16309,0.23,0.82,12.28
815,16325,0.36,1.11,11.72
816,16346,0.31,0.9,11.84
817,16362,0.38,0.96,11.4
818,16379,0.33,0.79,11.21
819,16399,0.21,0.46,11.78
820,16415,0.17,0.67,11.34
821,16431,0.36,0.54,11.0
822,16451,0.59,-0.02,10.92
823,16468,0.82,-0.29,10.59
824,16488,0.75,0.21,10.88
825,16505,0.84,0.23,10.17
826,16521,0.63,0.8,9.85
827,16538,0.42,0.73,9.77
828,16554,0.5,0.96,9.08
829,16571,0.71,0.9,9.1
830,16587,0.54,0.5,8.85
831,16607,0.44,-0.31,9.12
832,16624,0.11,0.04,9.46
833,16640,0.04,0.21,9.43
834,16657,0.46,0.13,8.33
835,16673,0.63,-0.17,9.14
836,16690,0.42,-0.04,9.41
837,16710,0.38,0.17,9.16
838,16727,0.0,0.67,9.71
839,16743,0.19,0.65,9.04
840,16759,0.38,0.94,8.97
841,16776,0.54,0.94,8.66
842,16792,0.38,0.56,8.07
843,16808,0.27,0.52,8.72
844,16824,0.31,0.5,8.6
845,16841,0.33,0.9,8.3
846,16857,0.5,0.69,8.31
847,16873,0.57,1.28,8.08
848,16890,0.59,1.3,7.76
849,16906,0.67,1.32,7.49
850,16923,0.8,1.32,7.2
851,16939,0.59,1.28,7.61
852,16956,0.52,1.51,7.17
853,16976,0.57,1.65,7.18
854,16993,0.56,1.49,7.2
855,17009,0.48,1.61,7.15
856,17025,0.4,1.28,7.53
857,17042,0.34,1.25,7.68
858,17058,0.44,1.23,7.82
859,17075,0.29,1.15,7.84
860,17091,0.59,0.75,8.39
861,17108,0.34,0.61,8.77
862,17124,0.56,0.44,9.04
863,17140,0.31,0.59,9.12
864,17157,0.27,0.65,8.99
865,17176,-0.04,0.56,8.64
866,17193,-0.29,0.79,8.79
867,17209,-0.29,0.69,8.7
868,17226,0.13,0.67,8.76
869,17242,0.13,0.65,8.77
870,17259,0.42,0.86,8.87
871,17275,0.46,0.96,9.1
872,17291,0.23,1.19,9.37
873,17312,0.25,1.26,9.29
874,17328,-0.11,0.57,9.85
875,17345,0.11,1.4,9.43
876,17361,0.5,0.9,9.77
877,17378,0.48,0.84,9.64
878,17394,0.1,1.05,9.54
879,17410,-0.31,1.38,9.79
880,17431,-0.02,0.67,8.53
881,17447,0.34,0.48,9.46
882,17464,0.84,1.15,9.46
883,17480,1.21,0.9,9.18
884,17497,0.77,0.98,9.56
885,17513,0.15,1.32,9.73
886,17530,0.06,1.4,9.5
887,17546,0.79,1.11,9.85
888,17562,1.26,0.38,9.41
889,17582,1.09,0.65,10.33
890,17598,0.63,0.94,10.38
891,17615,0.36,1.09,10.12
892,17631,0.4,0.88,10.02
893,17652,0.31,0.84,10.44
894,17668,0.8,2.28,14.22
895,17685,0.21,0.23,9.62
896,17701,0.11,0.84,9.94
897,17717,0.08,1.07,9.23
898,17738,0.36,0.52,10.13
899,17754,0.02,0.94,11.17
900,17775,-0.4,1.09,12.66
901,17791,-0.48,0.48,12.17
902,17812,-0.08,0.92,11.92
903,17829,-0.06,0.98,12.01
904,17849,0.17,0.73,11.57
905,17865,-0.02,1.0,11.67
906,17882,0.1,0.86,11.8
907,17902,0.17,0.79,11.05
908,17919,-0.02,0.96,11.13
909,17938,0.13,1.15,11.02
910,17955,0.34,1.02,10.13
911,17971,0.27,0.82,10.17
912,17992,0.25,0.8,10.36
913,18008,0.19,-0.04,10.81
914,18024,0.11,0.04,10.96
915,18045,0.23,0.86,10.36
916,18061,0.33,1.15,10.46
917,18078,0.48,1.05,9.81
918,18094,0.29,0.59,9.81
919,18115,0.06,0.5,10.35
920,18131,0.27,0.96,10.02
921,18148,0.52,1.03,9.73
922,18164,0.5,0.67,9.66
923,18181,0.34,0.63,9.27
924,18197,0.48,0.29,9.25
925,18213,0.42,0.21,9.06
926,18230,0.33,0.08,9.29
927,18246,0.31,0.33,9.23
928,18263,0.11,0.44,9.6
929,18279,0.23,0.4,9.02
930,18299,-0.06,0.73,8.87
931,18315,-0.11,0.56,9.45
932,18332,0.21,0.63,9.41
933,18348,0.8,0.8,8.83
934,18364,1.11,0.96,8.07
935,18381,0.92,1.0,8.12
936,18397,0.73,1.26,7.93
937,18414,0.31,1.26,7.89
938,18430,0.4,1.3,8.31
939,18451,0.69,1.42,7.63
940,18467,0.56,1.59,7.22
941,18483,0.42,1.86,7.32
942,18500,0.59,2.05,6.71
943,18516,0.59,2.15,6.28
944,18533,0.34,2.13,6.59
945,18549,0.38,2.18,6.15
946,18566,0.21,2.11,6.69
947,18582,0.06,1.86,6.59
948,18598,0.0,1.49,6.97
949,18615,-0.21,1.02,8.47
950,18631,0.13,1.02,8.26
951,18652,0.36,0.94,8.07
952,18668,0.42,1.07,8.05
953,18684,0.1,1.32,8.47
954,18700,0.0,1.05,8.53
955,18717,0.11,1.15,9.04
956,18733,-0.13,1.11,8.66
957,18749,-0.23,0.73,9.48
958,18766,0.0,0.88,9.56
959,18786,-0.15,0.9,9.96
960,18803,-0.11,1.0,9.83
961,18819,0.08,0.98,9.45
962,18840,-0.15,0.82,9.69
963,18856,-0.44,1.15,9.89
964,18873,-0.06,1.23,10.44
965,18889,0.79,0.8,9.48
966,18910,0.61,1.03,9.98
967,18926,0.52,0.9,9.9
968,18942,0.21,0.54,9.6
969,18959,0.15,0.59,9.85
970,18975,0.08,0.29,9.5
971,18992,0.52,0.59,8.87
972,19008,0.13,0.4,9.6
973,19025,0.19,0.33,9.77
974,19041,0.11,0.21,9.92
975,19056,-0.08,0.44,9.75
976,19077,-0.06,0.25,9.77
977,19093,0.44,-0.02,9.96
978,19114,0.65,-0.02,10.36
979,19130,-0.15,-0.61,13.24
980,19151,0.48,-0.71,10.5
981,19167,-1.4,0.48,11.28
982,19188,-0.54,0.98,10.38
983,19204,0.13,0.52,10.75
984,19225,0.08,0.52,11.53
985,19241,-0.21,0.84,12.15
986,19262,-0.19,1.13,12.26
987,19278,-0.17,1.15,11.99
988,19299,-0.11,1.59,11.05
989,19315,0.27,1.21,11.38
990,19336,0.71,0.71,12.17
991,19352,0.36,1.09,12.95
992,19369,0.42,1.17,12.26
993,19389,0.54,1.17,11.36
994,19405,0.57,1.13,10.9
995,19421,0.69,1.09,10.58
996,19441,0.9,1.21,10.29
997,19458,0.77,0.96,10.23
998,19474,0.48,0.25,10.94
999,19495,0.44,-0.04,11.3
1000,19511,0.44,0.5,10.77
1001,19528,0.4,0.71,10.0
1002,19544,0.42,0.86,9.94
